id_resposta,bairro,trecho,situacao_locacional,data,hora,data_hora_iso,mes,periodo_dia,clima,temperatura_c,isolamento_roupa,clo_ordinal,clo_ref,perfil_respondente,usa_remedio_continuo,comorbidade,faixa_etaria,faixa_etaria_ordem,genero,raca_cor,raca_cor_agrupada,escolaridade,escolaridade_ordem,freq_caminhada,freq_caminhada_ordem,motivo_caminhar,barreira_principal,infra_adequada_pedestres,infra_adequada_ordem,nota_largura_calcada,nota_pavimentacao,nota_espaco_livre,nota_import_arvores_sombra,nota_seguranca_dia,nota_seguranca_noite,nota_acess_pcd_idosos,nota_acess_mulher_crianca,nota_estado_bancos,nota_iluminacao_publica,nota_faixas_pedestre,nota_placas_semaforos,evita_areas_inseguranca,dificuldades,dificuldades_n,dif_construcoes,dif_falta_bancos,dif_carros_estacionados,dif_inseguranca,dif_transito_perigoso,dif_calcadas_ruins,dif_falta_sombra,presenca_bancos,presenca_bancos_ord,presenca_lixeiras,presenca_lixeiras_ord,presenca_ponto_onibus,presenca_ponto_onibus_ord,presenca_sinal_pedestre,presenca_sinal_pedestre_ord,rampas_cadeirantes,rampas_cadeirantes_ord,bancos_com_sombra,bancos_com_sombra_ord,sinalizacao_inclusiva,sinalizacao_inclusiva_ord,existe_parada_transporte,existe_parada_transporte_ord,parada_com_protecao_climatica,parada_com_protecao_climatica_ord,utiliza_mobiliario,utiliza_mobiliario_ord,sinalizacao_ajuda_seguranca,sinalizacao_ajuda_seguranca_ord,sensacao_termica,sensacao_termica_escala,preferencia_termica,preferencia_termica_escala,conforto_termico,conforto_termico_escala,percepcao_sol,percepcao_vento,percepcao_umidade,confortavel_cond_atmosfericas,confortavel_cond_atm_ordem,idx_infra_fisica,idx_seguranca,idx_acessibilidade,nota_caminhabilidade,obs_tratamento
R032,Fundão,CT/CCMN (lado CCMN),Céu livre,2026-06-16,11:45,2026-06-16T11:45,Junho,Manhã,Nublado,26,Acima de 1 clo (inverno),3,1.25,Estudante,Não,,45-59,4,Masculino,Parda,Preta/Parda,Educação Superior completa,6,Alguns dias da semana,3,Lazer,,Sim,2,1,1,1,5,4,4,2,2,3,2,3,3,Não,,0,0,0,0,0,0,0,0,Parcial,1,Não,0,Não,0,Não,0,Parcial,1,Sim,2,Não,0,Não,0,Não,0,Sim,2,Não,0,Um pouco de frio,-1,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,2,4,2,6,
R033,Fundão,Cenpes,Céu livre,2026-06-18,10:00,2026-06-18T10:00,Junho,Manhã,Ensolarado,21,"Até 0,5 clo (verão)",1,0.5,Estudante,Não,,18-29,2,Masculino,Branca,Branca,Educação Superior incompleta,5,Diariamente,4,Estudo,Calçadas ruins,Não,0,3,3,4,5,4,1,2,2,3,2,5,5,Sim,Falta de bancos ou locais para descanso; Sensação de insegurança; Calçadas ruins,3,0,1,0,1,0,1,0,Parcial,1,Parcial,1,Parcial,1,Sim,2,Sim,2,Parcial,1,Sim,2,Sim,2,Parcial,1,Parcial,1,Sim,2,Um pouco de frio,-1,Um pouco mais aquecido,1,Confortável,0,OK,Ventoso,OK,Mais ou menos,1,3.57,2.5,2,9,
R034,Fundão,Cenpes,Céu livre,2026-06-18,10:00,2026-06-18T10:00,Junho,Manhã,Ensolarado,,,,,Morador,Sim,,45-59,4,Masculino,Branca,Branca,Ensino Médio completo,4,Diariamente,4,Lazer,,Sim,2,4,4,3,5,3,2,2,3,3,5,3,5,Não,Falta de bancos ou locais para descanso; Trânsito perigoso; Calçadas ruins,3,0,1,0,0,1,1,0,Sim,2,Sim,2,Parcial,1,Parcial,1,Parcial,1,Sim,2,Sim,2,Não,0,Parcial,1,Não,0,Sim,2,Um pouco de calor,1,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,3.86,2.5,2.5,10,temperatura nao informada; isolamento da roupa nao informado
R035,Fundão,Cenpes,Sombra de árvore,2026-06-18,10:10,2026-06-18T10:10,Junho,Manhã,Ensolarado,20,"0,5–1 clo (meia estação)",2,0.75,Morador,Não,,30-44,3,Feminino,Parda,Preta/Parda,Educação Superior incompleta,5,Diariamente,4,Lazer,,Sim,2,4,5,4,5,5,1,4,5,3,3,4,4,Sim,Trânsito perigoso,1,0,0,0,0,1,0,0,Não,0,Não,0,Sim,2,Sim,2,Parcial,1,Parcial,1,Parcial,1,Sim,2,Não,0,Não,0,Sim,2,Frio,-2,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,3.86,3,4.5,8,
R036,Fundão,Cenpes,Céu livre,2026-06-18,10:05,2026-06-18T10:05,Junho,Manhã,Ensolarado,21,"Até 0,5 clo (verão)",1,0.5,Morador,Não,,30-44,3,Masculino,Parda,Preta/Parda,Ensino Médio incompleto,3,Diariamente,4,Lazer,,Sim,2,3,3,3,5,3,2,2,1,1,2,1,1,Sim,,0,0,0,0,0,0,0,0,Não,0,Não,0,Sim,2,Sim,2,Não,0,,,,,Sim,2,Não,0,Não,0,Não,0,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,2,2.5,1.5,8,
R037,Fundão,Cenpes,Céu livre,2026-06-18,10:15,2026-06-18T10:15,Junho,Manhã,Ensolarado,21,Acima de 1 clo (inverno),3,1.25,Trabalhador da região,Não,,45-59,4,Masculino,Parda,Preta/Parda,Ensino Médio completo,4,Diariamente,4,Trabalho,Calçadas ruins,Não,0,3,3,5,5,5,1,5,5,5,5,5,5,Sim,Falta de bancos ou locais para descanso; Excesso de carros e/ou motos estacionados,2,0,1,1,0,0,0,0,Sim,2,Não,0,Sim,2,Sim,2,Sim,2,Parcial,1,Não,0,Sim,2,Sim,2,Sim,2,Sim,2,Um pouco de calor,1,Um pouco mais refrescado,-1,Confortável,0,OK,Sem vento,OK,Mais ou menos,1,4.43,3,5,8,
R038,Fundão,Cenpes,Céu livre,2026-06-18,10:10,2026-06-18T10:10,Junho,Manhã,Ensolarado,22,Acima de 1 clo (inverno),3,1.25,Trabalhador da região,Não,,30-44,3,Masculino,Branca,Branca,Educação Superior incompleta,5,Alguns dias da semana,3,Lazer,Calçadas ruins,Mais ou menos,1,3,4,3,5,1,1,1,1,3,5,5,5,Sim,Trânsito perigoso; Calçadas ruins,2,0,0,0,0,1,1,0,Não,0,Sim,2,Não,0,Sim,2,Parcial,1,Não,0,Parcial,1,Sim,2,Não,0,Não,0,Parcial,1,Frio,-2,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,4,1,1,9,
R039,Fundão,Cenpes,Céu livre,2026-06-18,10:15,2026-06-18T10:15,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Trabalhador da região,Não,,30-44,3,Feminino,Branca,Branca,Educação Superior completa,6,Alguns dias da semana,3,Trabalho,Insegurança,Mais ou menos,1,2,3,3,5,3,1,2,2,1,3,2,3,Sim,Falta de bancos ou locais para descanso; Sensação de insegurança; Trânsito perigoso,3,0,1,0,1,1,0,0,Não,0,Não,0,Sim,2,Parcial,1,Não,0,Não,0,Parcial,1,Sim,2,Sim,2,Sim,2,Sim,2,Um pouco de calor,1,Mais refrescado,-2,Um pouco desconfortável,1,OK,OK,OK,Sim,2,2.43,2,2,7,
R040,Fundão,Cenpes,Sombra de árvore,2026-06-18,10:25,2026-06-18T10:25,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Visitante,Sim,Alergia,60-69,5,Masculino,Parda,Preta/Parda,Ensino Fundamental incompleto,1,Alguns dias da semana,3,Lazer,Insegurança,Sim,2,4,3,3,5,5,1,4,3,2,3,1,2,Sim,Trânsito perigoso,1,0,0,0,0,1,0,0,Não,0,Não,0,Parcial,1,Não,0,Sim,2,Sim,2,Parcial,1,Parcial,1,Não,0,Não,0,Sim,2,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,Ventoso,Muito úmido,Sim,2,2.57,3,3.5,9,
R041,Fundão,Cenpes,Sombra de árvore,2026-06-18,10:25,2026-06-18T10:25,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Parda,Preta/Parda,Educação Superior incompleta,5,Diariamente,4,Estudo,Poluição,Não,0,2,2,1,5,5,3,2,2,3,3,4,4,Sim,Falta de bancos ou locais para descanso; Sensação de insegurança; Calçadas ruins; Falta de sombra,4,0,1,0,1,0,1,1,Parcial,1,Parcial,1,Sim,2,Sim,2,Sim,2,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Sim,2,Um pouco de frio,-1,Um pouco mais aquecido,1,Confortável,0,OK,Ventoso,OK,Sim,2,2.71,4,2,7,
R042,Fundão,Cenpes,Céu livre,2026-06-18,10:25,2026-06-18T10:25,Junho,Manhã,Ensolarado,21,,,,Trabalhador da região,Sim,Pressão alta,60-69,5,Masculino,Preta,Preta/Parda,Educação Superior incompleta,5,Alguns dias da semana,3,Lazer,Insegurança,Não,0,2,2,2,5,2,1,1,1,3,5,5,5,Sim,Sensação de insegurança,1,0,0,0,1,0,0,0,Parcial,1,Parcial,1,Parcial,1,Não,0,Parcial,1,Não,0,Parcial,1,Não,0,Não,0,Sim,2,Parcial,1,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,Pouco vento,OK,Sim,2,3.43,1.5,1,6,isolamento da roupa nao informado
R043,Fundão,Cenpes,Céu livre,2026-06-18,10:25,2026-06-18T10:25,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Feminino,Branca,Branca,Educação Superior incompleta,5,Alguns dias da semana,3,Estudo,Falta de sombra,Mais ou menos,1,2,4,3,5,5,5,3,4,3,3,5,5,Não,"Construções (residências, lojas, etc); Falta de bancos ou locais para descanso; Excesso de carros e/ou motos estacionados; Trânsito perigoso; Calçadas ruins; Falta de sombra",6,1,1,1,0,1,1,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Não,0,Sim,2,Parcial,1,Sim,2,Parcial,1,Nem frio nem calor,0,Assim mesmo,0,Um pouco desconfortável,1,Muito sol,Ventoso,Seco,Sim,2,3.57,5,3.5,7,
R044,Fundão,Cenpes,Sombra de árvore,2026-06-18,10:25,2026-06-18T10:25,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,30-44,3,Feminino,Parda,Preta/Parda,Educação Superior incompleta,5,Esporadicamente,1,Transporte público,Insegurança,Sim,2,4,4,4,5,1,1,4,3,4,3,3,3,Sim,Falta de bancos ou locais para descanso; Trânsito perigoso,2,0,1,0,0,1,0,0,Não,0,Não,0,Parcial,1,Parcial,1,Sim,2,Não,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Sim,2,Frio,-2,Mais aquecido,2,Confortável,0,OK,OK,OK,Sim,2,3.57,1,3.5,8,
R045,Fundão,Cenpes,Céu livre,2026-06-18,10:30,2026-06-18T10:30,Junho,Manhã,Ensolarado,22,Acima de 1 clo (inverno),3,1.25,Trabalhador da região,Não,,45-59,4,Masculino,Branca,Branca,Ensino Médio incompleto,3,Todos os dias da semana,4,Trabalho,Insegurança,Mais ou menos,1,3,3,3,5,4,4,2,2,1,3,2,2,Sim,Falta de bancos ou locais para descanso; Sensação de insegurança; Trânsito perigoso; Calçadas ruins,4,0,1,0,1,1,1,0,Não,0,Não,0,Não,0,Não,0,Não,0,Não,0,Não,0,Não,0,Parcial,1,Sim,2,Não,0,Nem frio nem calor,0,Um pouco mais refrescado,-1,Desconfortável,2,Muito sol,Pouco vento,Seco,Sim,2,2.43,4,2,3,
R046,Fundão,Cenpes,Céu livre,2026-06-18,10:25,2026-06-18T10:25,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Morador,Sim,Diabetes,60-69,5,Feminino,Parda,Preta/Parda,Ensino Médio completo,4,Alguns dias da semana,3,Lazer,Insegurança,Mais ou menos,1,3,3,3,5,3,1,1,2,1,3,3,4,Sim,Sensação de insegurança,1,0,0,0,1,0,0,0,Não,0,Não,0,Sim,2,Sim,2,Não,0,Não,0,Parcial,1,Sim,2,Sim,2,Não,0,Sim,2,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,2.86,2,1.5,9,
R047,Fundão,Cenpes,Céu livre,2026-06-18,10:40,2026-06-18T10:40,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Feminino,Branca,Branca,Educação Superior incompleta,5,Alguns dias da semana,3,Trabalho,Insegurança,Sim,2,4,4,4,4,3,1,3,3,,3,3,3,Sim,Falta de bancos ou locais para descanso; Sensação de insegurança; Trânsito perigoso; Falta de sombra,4,0,1,0,1,1,0,1,Não,0,Não,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Sim,2,,,Sim,2,Um pouco de frio,-1,Um pouco mais aquecido,1,Confortável,0,OK,Pouco vento,Úmido,Sim,2,3.5,2,3,9,
R048,Fundão,Cenpes,Céu livre,2026-06-18,10:40,2026-06-18T10:40,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Parda,Preta/Parda,Educação Superior incompleta,5,Diariamente,4,Estudo,Falta de sombra,Mais ou menos,1,2,2,2,5,4,3,2,2,3,3,4,4,Sim,Sensação de insegurança; Calçadas ruins; Falta de sombra,3,0,0,0,1,0,1,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Sim,2,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Muito frio,-3,Mais aquecido,2,Confortável,0,Você prefere mais,OK,OK,Mais ou menos,1,2.86,3.5,2,7,
R049,Fundão,Cenpes,Sombra de árvore,2026-06-18,10:45,2026-06-18T10:45,Junho,Manhã,Ensolarado,21,Acima de 1 clo (inverno),3,1.25,Estudante,Não,,18-29,2,Masculino,Branca,Branca,Educação Superior incompleta,5,Só os fins de semana,2,Lazer,Insegurança,Sim,2,4,4,4,5,2,1,3,3,4,4,3,4,Sim,Falta de bancos ou locais para descanso,1,0,1,0,0,0,0,0,Não,0,Não,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,3.86,1.5,3,8,
R050,Fundão,Cenpes,Céu livre,2026-06-18,10:40,2026-06-18T10:40,Junho,Manhã,Ensolarado,21,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Prefiro não dizer,Branca,Branca,Educação Superior incompleta,5,Diariamente,4,Estudo,Falta de sombra,Mais ou menos,1,3,4,3,4,4,3,2,3,3,2,5,4,Não,Falta de bancos ou locais para descanso; Excesso de carros e/ou motos estacionados; Calçadas ruins; Falta de sombra,4,0,1,1,0,0,1,1,Parcial,1,Parcial,1,Parcial,1,Sim,2,Parcial,1,Parcial,1,Não,0,Sim,2,Parcial,1,Sim,2,Parcial,1,Um pouco de calor,1,Um pouco mais refrescado,-1,Um pouco desconfortável,1,Muito sol,Ventoso,OK,Mais ou menos,1,3.43,3.5,2.5,4,
R051,Fundão,Cenpes,Sombra de árvore,2026-06-18,10:35,2026-06-18T10:35,Junho,Manhã,Ensolarado,,Acima de 1 clo (inverno),3,1.25,Morador,Sim,,30-44,3,Masculino,Branca,Branca,Educação Superior incompleta,5,Alguns dias da semana,3,Lazer,Insegurança,Sim,2,5,5,5,5,5,5,3,5,3,5,5,5,Sim,Falta de bancos ou locais para descanso; Trânsito perigoso,2,0,1,0,0,1,0,0,Sim,2,Não,0,Sim,2,Sim,2,Parcial,1,Não,0,Sim,2,Sim,2,Sim,2,Não,0,Sim,2,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,Muito vento,Muito úmido,Sim,2,4.71,5,4,10,temperatura nao informada
R052,Fundão,CT/CCMN (lado CT),Céu livre,2026-06-23,10:05,2026-06-23T10:05,Junho,Manhã,Ensolarado,27,,,,Estudante,Sim,Psiquiátrico,18-29,2,Masculino,Branca,Branca,Educação Superior completa,6,Alguns dias da semana,3,Lazer,,Não,0,3,2,3,5,4,2,1,3,2,3,3,5,Sim,,0,0,0,0,0,0,0,0,Parcial,1,Não,0,Parcial,1,Não,0,Sim,2,Parcial,1,Não,0,Não,0,Não,0,Sim,2,Não,0,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,Muito sol,Pouco vento,OK,Não,0,3,3,2,6,isolamento da roupa nao informado
R053,Fundão,CT/CCMN (lado CT),Céu livre,2026-06-23,10:05,2026-06-23T10:05,Junho,Manhã,Ensolarado,27,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Branca,Branca,Educação Superior completa,6,Diariamente,4,Estudo,Calçadas ruins,Mais ou menos,1,3,2,2,4,4,2,2,3,3,2,3,3,Sim,Sensação de insegurança,1,0,0,0,1,0,0,0,Parcial,1,Sim,2,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Não,0,Sim,2,Sim,2,Não,0,Parcial,1,Calor,2,Mais refrescado,-2,Um pouco desconfortável,1,Muito sol,Sem vento,Seco,Não,0,2.57,3,2.5,5,
R054,Fundão,CT/CCMN (lado CT),Céu livre,2026-06-23,10:20,2026-06-23T10:20,Junho,Manhã,Ensolarado,27,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,<18,1,Feminino,Parda,Preta/Parda,Educação Superior incompleta,5,Todos os dias da semana,4,Transporte público,Calçadas ruins,Não,0,1,1,1,5,5,2,1,1,3,3,3,3,Sim,Falta de bancos ou locais para descanso; Excesso de carros e/ou motos estacionados; Trânsito perigoso; Falta de sombra,4,0,1,1,0,1,0,1,Não,0,Não,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Não,0,Parcial,1,Parcial,1,Parcial,1,Não,0,Um pouco de calor,1,Um pouco mais refrescado,-1,Confortável,0,OK,Pouco vento,OK,Sim,2,2.14,3.5,1,6,
R055,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:10,2026-06-23T13:10,Junho,Tarde,Ensolarado,28,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Preta,Preta/Parda,Educação Superior incompleta,5,Diariamente,4,Transporte público,Poluição,Não,0,2,5,3,5,4,1,1,3,3,3,2,1,Sim,Falta de bancos ou locais para descanso; Excesso de carros e/ou motos estacionados; Trânsito perigoso; Falta de sombra,4,0,1,1,0,1,0,1,Não,0,Não,0,Não,0,Parcial,1,Não,0,Não,0,Não,0,Não,0,Parcial,1,Não,0,Sim,2,Um pouco de calor,1,Mais refrescado,-2,Desconfortável,2,OK,Pouco vento,Seco,Mais ou menos,1,2.71,2.5,2,3,
R056,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:30,2026-06-23T13:30,Junho,Tarde,Ensolarado,28,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Preta,Preta/Parda,Educação Superior incompleta,5,Todos os dias da semana,4,Estudo,Insegurança,Mais ou menos,1,3,3,4,5,3,2,2,3,3,4,2,2,Sim,Excesso de carros e/ou motos estacionados; Falta de sombra,2,0,0,1,0,0,0,1,Não,0,Não,0,Sim,2,Sim,2,Não,0,Parcial,1,Não,0,,,Sim,2,Sim,2,Sim,2,Um pouco de calor,1,Um pouco mais refrescado,-1,Um pouco desconfortável,1,OK,Pouco vento,OK,Sim,2,3,2.5,2.5,6,
R057,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:30,2026-06-23T13:30,Junho,Tarde,Ensolarado,28,Acima de 1 clo (inverno),3,1.25,Estudante,Não,,18-29,2,Masculino,Parda,Preta/Parda,Educação Superior incompleta,5,Todos os dias da semana,4,Lazer,Poluição,Sim,2,5,4,5,5,5,4,4,5,3,2,2,3,Sim,Sensação de insegurança; Trânsito perigoso,2,0,0,0,1,1,0,0,Não,0,Não,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Não,0,Parcial,1,Parcial,1,Sim,2,Sim,2,Um pouco de calor,1,Um pouco mais refrescado,-1,Confortável,0,OK,Muito vento,Seco,Sim,2,3.43,4.5,4.5,7,temperatura 38 -> 28 (erro de digitacao)
R058,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:45,2026-06-23T13:45,Junho,Tarde,Ensolarado,28,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Feminino,Preta,Preta/Parda,Educação Superior incompleta,5,Alguns dias da semana,3,Lazer,Insegurança,Não,0,3,4,4,5,5,1,3,3,4,3,2,3,Sim,Sensação de insegurança,1,0,0,0,1,0,0,0,Parcial,1,Não,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Sim,2,Não,0,Sim,2,Parcial,1,Um pouco de calor,1,Um pouco mais refrescado,-1,Um pouco desconfortável,1,Muito sol,Ventoso,Seco,Sim,2,3.29,3,3,6,
R059,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:40,2026-06-23T13:40,Junho,Tarde,Ensolarado,28,"0,5–1 clo (meia estação)",2,0.75,Estudante,Sim,Problemas respiratórios,18-29,2,Feminino,Parda,Preta/Parda,Educação Superior incompleta,5,Alguns dias da semana,3,Estudo,Calçadas ruins,Não,0,2,2,2,5,2,1,1,2,3,2,2,3,Sim,Falta de bancos ou locais para descanso; Excesso de carros e/ou motos estacionados; Sensação de insegurança; Trânsito perigoso; Calçadas ruins,5,0,1,1,1,1,1,0,Não,0,Parcial,1,Parcial,1,Parcial,1,Não,0,Sim,2,Parcial,1,Parcial,1,Sim,2,Sim,2,Sim,2,Um pouco de calor,1,Um pouco mais refrescado,-1,Confortável,0,Muito sol,OK,Úmido,Mais ou menos,1,2.29,1.5,1.5,8,
R060,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:40,2026-06-23T13:40,Junho,Tarde,Ensolarado,,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Branca,Branca,Educação Superior incompleta,5,Todos os dias da semana,4,Transporte público,Calçadas ruins,Mais ou menos,1,3,3,3,4,4,4,2,3,3,3,1,2,Não,Sensação de insegurança,1,0,0,0,1,0,0,0,Parcial,1,Não,0,Sim,2,Parcial,1,Parcial,1,Sim,2,Parcial,1,Sim,2,Sim,2,Parcial,1,Sim,2,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,2.57,4,2.5,8,temperatura nao informada
R061,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,14:00,2026-06-23T14:00,Junho,Tarde,Ensolarado,27,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Parda,Preta/Parda,Educação Superior incompleta,5,Esporadicamente,1,Lazer,Insegurança,Mais ou menos,1,3,2,3,5,4,2,1,1,4,4,3,3,Sim,Falta de bancos ou locais para descanso,1,0,1,0,0,0,0,0,Não,0,Parcial,1,Sim,2,Não,0,Não,0,Não,0,Não,0,Sim,2,Parcial,1,Sim,2,Sim,2,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,3.14,3,1,8,
R062,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:50,2026-06-23T13:50,Junho,Tarde,Ensolarado,29,"0,5–1 clo (meia estação)",2,0.75,Estudante,Sim,Psiquiátrico,18-29,2,Feminino,Branca,Branca,Educação Superior incompleta,5,Diariamente,4,Estudo,Calçadas ruins,Não,0,3,2,4,5,4,2,1,2,3,3,2,2,Não,Excesso de carros e/ou motos estacionados; Sensação de insegurança; Trânsito perigoso; Calçadas ruins,4,0,0,1,1,1,1,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Não,0,Parcial,1,Parcial,1,Sim,2,Sim,2,Sim,2,Sim,2,Um pouco de calor,1,Um pouco mais refrescado,-1,Confortável,0,OK,Pouco vento,OK,Sim,2,2.71,3,1.5,7,
R063,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,13:50,2026-06-23T13:50,Junho,Tarde,Ensolarado,28,"0,5–1 clo (meia estação)",2,0.75,Trabalhador da região,Sim,,70+,6,Masculino,Branca,Branca,Ensino Médio completo,4,Esporadicamente,1,Lazer,Poluição,Não,0,1,3,2,5,1,1,1,2,2,2,4,4,Sim,Excesso de carros e/ou motos estacionados; Sensação de insegurança,2,0,0,1,1,0,0,0,Não,0,Não,0,Não,0,Não,0,Parcial,1,Não,0,Não,0,Sim,2,Sim,2,Não,0,Parcial,1,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,Pouco vento,Úmido,Sim,2,2.57,1,1.5,7,
R064,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,14:00,2026-06-23T14:00,Junho,Tarde,Ensolarado,27,"Até 0,5 clo (verão)",1,0.5,Estudante,Não,,18-29,2,Masculino,Branca,Branca,Educação Superior incompleta,5,Esporadicamente,1,Trabalho,Insegurança,Sim,2,2,4,2,5,4,2,1,3,2,5,5,5,Sim,Calçadas ruins,1,0,0,0,0,0,1,0,Não,0,Não,0,Não,0,Não,0,Parcial,1,Sim,2,Não,0,Sim,2,Sim,2,Parcial,1,Parcial,1,Um pouco de calor,1,Um pouco mais refrescado,-1,Confortável,0,OK,OK,OK,Sim,2,3.57,3,2,8,
R065,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,14:00,2026-06-23T14:00,Junho,Tarde,Ensolarado,29,"Até 0,5 clo (verão)",1,0.5,Estudante,Não,,18-29,2,Feminino,Branca,Branca,Educação Superior incompleta,5,Diariamente,4,Estudo,Insegurança,Mais ou menos,1,3,2,1,4,1,1,2,3,3,2,1,3,Sim,Sensação de insegurança,1,0,0,0,1,0,0,0,Não,0,Parcial,1,Parcial,1,Parcial,1,Parcial,1,Não,0,Não,0,Sim,2,Parcial,1,Sim,2,Sim,2,Nem frio nem calor,0,Assim mesmo,0,Confortável,0,OK,OK,OK,Sim,2,2.14,1,2.5,6,
R066,Fundão,CT/CCMN (lado CT),Sombra de árvore,2026-06-23,14:00,2026-06-23T14:00,Junho,Tarde,Ensolarado,27,"0,5–1 clo (meia estação)",2,0.75,Estudante,Não,,18-29,2,Masculino,Branca,Branca,Educação Superior incompleta,5,Todos os dias da semana,4,Estudo,Falta de sombra,Mais ou menos,1,3,2,1,5,4,2,2,2,3,2,1,2,Sim,Falta de bancos ou locais para descanso; Sensação de insegurança; Trânsito perigoso; Calçadas ruins,4,0,1,0,1,1,1,0,Parcial,1,Não,0,Não,0,Parcial,1,Não,0,Parcial,1,Não,0,Parcial,1,Não,0,Sim,2,Sim,2,Nem frio nem calor,0,Mais refrescado,-2,Desconfortável,2,OK,Ventoso,Úmido,Sim,2,2,3,2,7,
